rater_id,n_ratings,consensus_agreement,expected_by_chance,p_above_chance,median_rt_ms,agreement_audio,agreement_visual,agreement_audiovisual,q_bh,at_chance
SSI_1132170515,90,0.6509259259259259,0.2051166800021984,3.1189779355417123e-20,2196.0,0.5166666666666667,0.6027777777777777,0.8333333333333334,7.855322779926189e-20,False
SSI_1132204235,90,0.5611111111111111,0.21416529349465452,1.7021927940231035e-12,3320.5,0.48333333333333334,0.5333333333333333,0.6666666666666666,2.048500983151942e-12,False
SSI_1132242636,90,0.5444444444444444,0.20423465511887168,1.2395422185315167e-12,4664.0,0.4666666666666667,0.6166666666666667,0.55,1.4998522238100522e-12,False
SSI_1152102689,90,0.625,0.207029894688075,1.567982941795911e-17,3669.0,0.475,0.65,0.75,2.712877001988251e-17,False
SSI_1160114312,90,0.6120370370370369,0.19648630654998836,8.579577101523219e-18,1976.0,0.31666666666666665,0.736111111111111,0.7833333333333333,1.5199352327063976e-17,False
SSI_1162762102,90,0.5972222222222222,0.20342206856857317,2.5969419084632703e-16,3274.0,0.35833333333333334,0.5666666666666667,0.8666666666666667,3.980131168366229e-16,False
SSI_1079198572,90,0.5222222222222223,0.20106207142112936,1.419469420641643e-11,3135.5,0.6333333333333333,0.48333333333333334,0.45,1.6326571537794417e-11,False
SSI_1112652203,90,0.5888888888888889,0.21028321230200275,6.366598792404752e-15,4108.0,0.48333333333333334,0.6166666666666667,0.6666666666666666,8.797285548554757e-15,False
SSI_1115889271,90,0.6055555555555555,0.20700310139623523,5.690767372110793e-16,8689.5,0.6,0.6,0.6166666666666667,8.436010127467638e-16,False
SSI_1131867529,90,0.6444444444444445,0.2124713606389726,1.296159632232781e-18,3505.0,0.5833333333333334,0.6666666666666666,0.6833333333333333,2.5031762699957977e-18,False
SSI_1132115761,90,0.6277777777777778,0.211180250195481,4.0048651489168323e-17,4155.0,0.6166666666666667,0.75,0.5166666666666667,6.669315309341391e-17,False
SSI_1140853040,90,0.6407407407407407,0.2091610424777991,5.942625279553398e-19,3301.0,0.6611111111111111,0.6777777777777777,0.5833333333333334,1.2098963730508825e-18,False
SSI_1145171562,90,0.6888888888888889,0.2051210717923663,6.24460291119495e-23,6046.5,0.6166666666666667,0.6833333333333333,0.7666666666666667,2.639371092050045e-22,False
SSI_1148451601,90,0.5666666666666667,0.20672143675771584,8.459092453791147e-14,3648.0,0.4666666666666667,0.65,0.5833333333333334,1.0928378035225687e-13,False
SSI_1157998289,90,0.5722222222222222,0.21226791369904724,5.0038707323130396e-14,4145.0,0.4666666666666667,0.7,0.55,6.56522889314756e-14,False
SSI_1163717921,90,0.6333333333333333,0.21342097357137005,1.056045500824487e-17,4237.5,0.6166666666666667,0.6,0.6833333333333333,1.8507311036687387e-17,False
SSI_1067041332,90,0.437037037037037,0.20871081654927687,1.3262481586755195e-06,3168.0,0.611111111111111,0.21666666666666667,0.48333333333333334,1.3590705753541503e-06,False
SSI_1090054680,90,0.587037037037037,0.21589890419356111,1.9911183333507427e-14,2581.0,0.4944444444444444,0.6166666666666667,0.65,2.659541874453726e-14,False
SSI_1095416301,90,0.5611111111111111,0.2143212610523909,1.751761857345217e-12,7701.5,0.45555555555555555,0.5444444444444444,0.6833333333333333,2.1050438846504503e-12,False
SSI_1106344414,90,0.5944444444444444,0.21439617858620433,2.727055539343803e-15,4448.0,0.5333333333333333,0.6166666666666667,0.6333333333333333,3.864383226575934e-15,False
SSI_1125711538,90,0.55,0.21162166304027868,1.0616324129081851e-12,6339.0,0.6333333333333333,0.5333333333333333,0.48333333333333334,1.288409331711225e-12,False
SSI_1126490381,90,0.6574074074074073,0.21338161183588295,2.338171070173489e-19,5589.0,0.5611111111111111,0.6444444444444444,0.7666666666666667,5.068457785655576e-19,False
SSI_1132170702,90,0.6092592592592592,0.21617853309825033,7.041194210875677e-16,3279.0,0.5444444444444445,0.5166666666666667,0.7666666666666667,1.0387462232590144e-15,False
SSI_1132255625,90,0.587037037037037,0.22395479608774946,9.574959801043226e-14,4935.5,0.4777777777777778,0.5833333333333334,0.7,1.2343866382030924e-13,False
SSI_1155726740,90,0.5333333333333333,0.22296505011698511,1.4618812607217425e-10,4909.0,0.36666666666666664,0.65,0.5833333333333334,1.630020958440537e-10,False
SSI_1155854544,90,0.5277777777777778,0.2123409219421255,2.435921786627516e-11,2567.5,0.43333333333333335,0.5166666666666667,0.6333333333333333,2.775632893997678e-11,False
SSI_1078058811,90,0.5444444444444444,0.1870181632977168,3.879863166562218e-14,4040.5,0.6,0.4166666666666667,0.6166666666666667,5.1235166031954045e-14,False
SSI_1079350670,90,0.75,0.18968295152576356,4.534897649668486e-31,4353.5,0.6666666666666666,0.7333333333333333,0.85,3.6929183193800375e-29,False
SSI_1079500637,90,0.6185185185185185,0.1926802766642356,5.08738862509813e-19,3586.0,0.5166666666666667,0.6333333333333333,0.7055555555555556,1.0444109589172043e-18,False
SSI_1097232292,90,0.6833333333333333,0.18650170226124085,3.2256026854577777e-25,3248.5,0.65,0.7166666666666667,0.6833333333333333,2.3108936541270824e-24,False
SSI_1132096249,90,0.7444444444444445,0.19180008942055682,1.1414233744552362e-29,5463.0,0.6833333333333333,0.85,0.7,4.1424437858075e-28,False
SSI_1139709864,90,0.6666666666666666,0.1821623438301333,7.686012237305552e-24,3062.5,0.6166666666666667,0.7333333333333333,0.65,3.8795305569705504e-23,False
SSI_1155616517,90,0.6777777777777778,0.19276919987821,1.8248454911975286e-23,3335.5,0.55,0.7333333333333333,0.75,8.589783304423048e-23,False
SSI_1158833416,90,0.4777777777777778,0.18851590704712887,4.744377922100067e-10,6162.5,0.43333333333333335,0.35,0.65,5.211562618565857e-10,False
SSI_1162763220,90,0.6888888888888889,0.18959375856651967,8.05481376963564e-25,3690.0,0.6833333333333333,0.7666666666666667,0.6166666666666667,5.2474426771252994e-24,False
SSI_1163178016,90,0.65,0.19087391903798046,6.01777405669666e-21,5572.0,0.38333333333333336,0.7166666666666667,0.85,1.687843811692969e-20,False
SSI_1079270746,90,0.5777777777777777,0.21755515700692,1.4028906868969156e-13,3306.5,0.4666666666666667,0.6333333333333333,0.6333333333333333,1.7831747908892638e-13,False
SSI_1079293758,90,0.7,0.21869165283379208,2.5558117211758325e-22,2289.0,0.6333333333333333,0.6833333333333333,0.7833333333333333,9.36109150649559e-22,False
SSI_1082283160,90,0.7944444444444444,0.20080013190543677,4.4983253766667615e-34,4056.5,0.7,0.8,0.8833333333333333,2.3982012403285633e-31,False
SSI_1115511735,90,0.6111111111111112,0.21451248094502562,4.945996266001443e-16,3561.5,0.6833333333333333,0.5333333333333333,0.6166666666666667,7.376720926643177e-16,False
SSI_1128884239,90,0.7722222222222223,0.21616529450619926,1.1530338822550552e-29,5211.5,0.8666666666666667,0.7,0.75,4.1424437858075e-28,False
SSI_1132191529,90,0.7055555555555556,0.21740006190653935,2.1397121776190305e-23,3002.5,0.5833333333333334,0.75,0.7833333333333333,9.895078073196725e-23,False
SSI_1133228516,90,0.7611111111111111,0.21781011686376617,2.564637597335345e-27,4255.0,0.65,0.7833333333333333,0.85,3.6216240753122824e-26,False
SSI_1152040370,90,0.7055555555555556,0.2154977255416064,1.296841901796225e-23,5414.5,0.7,0.6833333333333333,0.7333333333333333,6.224331564023925e-23,False
SSI_1155865073,90,0.5222222222222223,0.21586430936275716,1.8387068933970923e-10,9200.0,0.5666666666666667,0.38333333333333336,0.6166666666666667,2.0445885027624473e-10,False
SSI_1157137501,90,0.6944444444444444,0.21751980351754574,1.544976112428879e-21,3003.0,0.6166666666666667,0.8166666666666667,0.65,4.851383859464977e-21,False
SSI_1159311865,90,0.5611111111111111,0.21953664674935033,4.502542030051017e-12,7332.5,0.55,0.5666666666666667,0.5666666666666667,5.316437979417417e-12,False
SSI_1080738509,90,0.5259259259259259,0.19542688200431527,4.998917416697681e-12,4947.5,0.4944444444444444,0.4166666666666667,0.6666666666666666,5.888310148983816e-12,False
SSI_1084630828,90,0.7194444444444444,0.20078422536408022,2.2498645430346734e-26,4109.0,0.6583333333333333,0.6833333333333333,0.8166666666666667,2.3191641681998765e-25,False
SSI_1099811621,90,0.6388888888888888,0.19185134945128754,7.792821755148091e-21,3017.0,0.5833333333333334,0.6666666666666666,0.6666666666666666,2.124761556677097e-20,False
SSI_1119901138,90,0.7370370370370369,0.19964531025932297,1.5123691782774099e-27,5045.5,0.7166666666666667,0.6777777777777777,0.8166666666666667,2.30919868908232e-26,False
SSI_1125362474,90,0.7083333333333334,0.19283467211282365,2.1834360629957965e-26,3804.5,0.6416666666666667,0.65,0.8333333333333334,2.269844383786694e-25,False
SSI_1131912865,90,0.6759259259259258,0.1892764454047376,6.760756506512099e-24,7223.5,0.6333333333333333,0.711111111111111,0.6833333333333333,3.433789635220178e-23,False
SSI_1132209419,90,0.6814814814814815,0.19728723926169373,6.395204853924515e-23,4031.0,0.5444444444444444,0.7833333333333333,0.7166666666666667,2.693704389334067e-22,False
SSI_1154771525,90,0.6962962962962963,0.19570142368181387,5.025192312353509e-25,3304.0,0.8111111111111111,0.5444444444444444,0.7333333333333333,3.400704936033136e-24,False
SSI_1160261483,90,0.6305555555555555,0.20205348644074822,7.399870390708232e-19,2428.5,0.4083333333333333,0.5666666666666667,0.9166666666666666,1.4757455807755275e-18,False
SSI_1079340511,90,0.46111111111111114,0.2026899756925794,1.7282389843499546e-08,5163.5,0.6166666666666667,0.4,0.36666666666666664,1.8128329062975263e-08,False
SSI_1114390735,90,0.6111111111111112,0.2029833573912396,3.8932080448819053e-17,4682.0,0.4166666666666667,0.7666666666666667,0.65,6.496657960141047e-17,False
SSI_1114549663,90,0.5611111111111111,0.22003516129586975,4.919925261202974e-12,5648.5,0.43333333333333335,0.5333333333333333,0.7166666666666667,5.7980595335836296e-12,False
SSI_1131856576,90,0.5777777777777777,0.20117076190562896,5.140031837334327e-15,3655.5,0.45,0.75,0.5333333333333333,7.142831500914539e-15,False
SSI_1131943355,90,0.7166666666666667,0.2066093828868881,1.1658213574710701e-24,3500.0,0.6,0.7833333333333333,0.7666666666666667,7.156034111311116e-24,False
SSI_1131964832,90,0.55,0.2041826870068087,2.553365402096545e-13,5157.5,0.55,0.6166666666666667,0.48333333333333334,3.205483904070842e-13,False
SSI_1132170208,90,0.65,0.20670421520817087,3.2991630718925155e-19,4330.5,0.6833333333333333,0.6166666666666667,0.65,7.014669612387655e-19,False
SSI_1150316342,90,0.6148148148148148,0.21287562450244646,3.48405182144386e-16,6569.5,0.6333333333333333,0.7277777777777777,0.48333333333333334,5.270302538568019e-16,False
SSI_1157182929,90,0.5833333333333334,0.20566382456307172,1.3163021586241038e-14,9274.5,0.7,0.4666666666666667,0.5833333333333334,1.7766442947617048e-14,False
SSI_1162646334,90,0.6388888888888888,0.21339712640364483,1.6077951115032288e-18,2802.5,0.5666666666666667,0.7,0.65,3.067124923310036e-18,False
SSI_1079358305,90,0.6388888888888888,0.20996609301963304,7.193454994485528e-19,4297.0,0.5166666666666667,0.7,0.7,1.4369264555623996e-18,False
SSI_1079381234,90,0.5166666666666667,0.21220532436700057,4.0170391487969866e-10,5170.0,0.3,0.5833333333333334,0.6666666666666666,4.4245386115919916e-10,False
SSI_1092769711,90,0.5944444444444444,0.19214027192346247,1.951696597735011e-17,3687.5,0.48333333333333334,0.6333333333333333,0.6666666666666666,3.353020244913243e-17,False
SSI_1119058247,90,0.7222222222222222,0.20771254831390662,1.6491024066620878e-25,4104.5,0.7333333333333333,0.6833333333333333,0.75,1.274923158061861e-24,False
SSI_1125396082,90,0.5666666666666667,0.21273838316708593,2.7394224832184373e-13,3773.0,0.5666666666666667,0.4166666666666667,0.7166666666666667,3.424979082140554e-13,False
SSI_1131873411,90,0.6333333333333333,0.21570825329485419,1.7656370737730297e-17,3172.0,0.6833333333333333,0.6333333333333333,0.5833333333333334,3.0419262138416865e-17,False
SSI_1132102336,90,0.7611111111111111,0.21636922192988578,1.699195325805946e-27,7484.5,0.75,0.7333333333333333,0.8,2.56242850675551e-26,False
SSI_1137392153,90,0.5,0.21560679535539107,2.6228654295059248e-09,3567.5,0.5333333333333333,0.5166666666666667,0.45,2.8202729948428585e-09,False
SSI_1147652869,90,0.65,0.20380565898600728,1.629803025735574e-19,6992.5,0.5833333333333334,0.6666666666666666,0.7,3.6229379361892693e-19,False
SSI_1158523508,90,0.6277777777777778,0.21028429971262014,3.2772847231317913e-17,2327.0,0.6333333333333333,0.5166666666666667,0.7333333333333333,5.506469448838353e-17,False
SSI_1161903148,90,0.75,0.2078746989389907,1.4074274542543117e-28,4148.5,0.65,0.8333333333333334,0.7666666666666667,3.2014705728093046e-27,False
SSI_1079208575,90,0.6388888888888888,0.19770832005680836,3.5522464364554553e-20,8419.0,0.55,0.6833333333333333,0.6833333333333333,8.855242902306813e-20,False
SSI_1079342744,90,0.662962962962963,0.18947653738787448,6.26735783319623e-23,5415.5,0.6166666666666667,0.6888888888888888,0.6833333333333333,2.644413676424592e-22,False
SSI_1106367790,90,0.7,0.19982151292703626,1.6302840616230142e-24,3614.5,0.6666666666666666,0.85,0.5833333333333334,9.643544703498846e-24,False
SSI_1112048480,90,0.6,0.19388313825692632,2.946451483125249e-17,7747.0,0.45,0.6166666666666667,0.7333333333333333,4.9642627401896444e-17,False
SSI_1131891996,89,0.6554307116104868,0.19556704886351073,9.031208815282219e-21,6438.0,0.6833333333333333,0.5977011494252873,0.6833333333333333,2.4352365491980642e-20,False
SSI_1131897755,90,0.5074074074074074,0.1931824074832733,1.4727160249702277e-11,4856.0,0.65,0.5055555555555556,0.36666666666666664,1.693103646589302e-11,False
SSI_1132183144,90,0.6925925925925925,0.18836578537515325,5.611844503494068e-25,4257.5,0.6333333333333333,0.7277777777777779,0.7166666666666667,3.766411022537365e-24,False
SSI_1148976055,90,0.7111111111111111,0.18894836772079746,6.704474866448554e-27,5472.5,0.6833333333333333,0.7,0.75,8.272238433703947e-26,False
SSI_1158911766,90,0.6555555555555556,0.19134335167263983,8.68563846356971e-22,4480.0,0.6166666666666667,0.6,0.75,2.867434427905514e-21,False
SSI_1093069514,90,0.6425925925925925,0.1876764091914352,2.555142028057217e-21,4210.5,0.6166666666666667,0.6444444444444444,0.6666666666666666,7.696932151102073e-21,False
SSI_1114267506,90,0.6,0.18141602610594718,1.3943061499308884e-18,2865.0,0.5,0.6,0.7,2.680007808246389e-18,False
SSI_1125066450,90,0.5925925925925926,0.19396460132829316,1.8373195669504145e-16,21273.0,0.4666666666666667,0.6777777777777777,0.6333333333333333,2.8588824032106996e-16,False
SSI_1130563390,90,0.6685185185185185,0.18788851326860123,4.0058991779633334e-23,4016.5,0.6277777777777778,0.711111111111111,0.6666666666666666,1.7665003053726396e-22,False
SSI_1131907849,90,0.5666666666666667,0.18682943433405458,1.2411686935168563e-15,4008.0,0.6,0.4666666666666667,0.6333333333333333,1.8016489116231016e-15,False
SSI_1131924246,90,0.5592592592592592,0.19502641986323244,4.0148410687817896e-14,4841.0,0.6444444444444444,0.5,0.5333333333333333,5.296034951962155e-14,False
SSI_1132236891,90,0.5203703703703704,0.18670020949091992,9.151269406076416e-13,2385.0,0.26666666666666666,0.5944444444444446,0.7,1.1139288071272889e-12,False
SSI_1138172172,90,0.5296296296296296,0.1866223374034523,1.8318538248233787e-13,4281.5,0.36111111111111105,0.4944444444444444,0.7333333333333333,2.31277462224471e-13,False
SSI_1160221391,90,0.7259259259259259,0.18413905402357106,1.344177456130872e-28,3166.0,0.65,0.7444444444444446,0.7833333333333333,3.1274528812644955e-27,False
SSI_1161995240,90,0.6203703703703703,0.18744470643453737,1.3476996810328117e-19,2485.0,0.5166666666666667,0.6444444444444445,0.7,3.0344979914867825e-19,False
SSI_1080710302,90,0.5555555555555556,0.23557944318507118,6.850204309106588e-11,3534.5,0.5166666666666667,0.5833333333333334,0.5666666666666667,7.697814685900366e-11,False
SSI_1080763135,90,0.75,0.2282465023311049,4.6287336891258025e-26,4460.0,0.7666666666666667,0.65,0.8333333333333334,4.311854027821883e-25,False
SSI_1096765600,90,0.5444444444444444,0.22905637035486004,9.72531622689723e-11,5887.0,0.5833333333333334,0.5,0.55,1.0893602724580436e-10,False
SSI_1110434621,90,0.7388888888888889,0.22249655316122913,9.777043344613693e-25,7430.0,0.8,0.6666666666666666,0.75,6.220134607002931e-24,False
SSI_1116365034,90,0.7722222222222223,0.22999397119322834,6.2428405438377e-28,7928.5,0.7666666666666667,0.7166666666666667,0.8333333333333334,1.0972129099708995e-26,False
SSI_1131910386,90,0.5888888888888889,0.2319640304798667,4.2472534989296563e-13,2420.5,0.43333333333333335,0.5666666666666667,0.7666666666666667,5.256352734490958e-13,False
SSI_1131935292,90,0.5333333333333333,0.23517621615497677,9.940126762641106e-10,6906.0,0.48333333333333334,0.4,0.7166666666666667,1.0816806094045534e-09,False
SSI_1131967832,90,0.5388888888888889,0.22847569308518118,3.535462743052146e-10,6711.5,0.45,0.5833333333333334,0.5833333333333334,3.901145203828542e-10,False
SSI_1131975573,90,0.65,0.22425479497505024,1.853515032888955e-17,2487.0,0.6666666666666666,0.55,0.7333333333333333,3.191076268743987e-17,False
SSI_1152519517,90,0.49444444444444446,0.23816163878343535,2.080695075199473e-07,2502.0,0.3333333333333333,0.5166666666666667,0.6333333333333333,2.149318422288504e-07,False
SSI_1157888093,90,0.6888888888888889,0.22989838021337525,3.0887734203188755e-20,4119.5,0.6166666666666667,0.6333333333333333,0.8166666666666667,7.787279118512912e-20,False
SSI_1079235003,90,0.5537037037037037,0.18914088997731104,1.1511483255874533e-14,5092.5,0.4,0.5611111111111112,0.7,1.5597644810927057e-14,False
SSI_1079284200,90,0.5,0.20605192056945923,5.768291283311017e-10,2054.5,0.7,0.5166666666666667,0.2833333333333333,6.316421158730979e-10,False
SSI_1079436226,90,0.5203703703703704,0.22122797487727439,4.3824258791701884e-10,6806.5,0.36666666666666664,0.711111111111111,0.48333333333333334,4.822642532798545e-10,False
SSI_1079755441,90,0.5314814814814814,0.2268478393909691,2.7322734331453896e-10,3205.0,0.35,0.6944444444444444,0.55,3.023072462488309e-10,False
SSI_1084637935,90,0.5277777777777778,0.22221751853908664,1.2937621044600311e-10,2721.0,0.5,0.6,0.48333333333333334,1.4458649685250943e-10,False
SSI_1109865912,90,0.7148148148148148,0.22630661236694394,2.0890921978147955e-22,3666.0,0.6166666666666667,0.7944444444444444,0.7333333333333333,7.835717965076493e-22,False
SSI_1131956985,90,0.65,0.2185211569644351,5.192248372245854e-18,3307.5,0.5666666666666667,0.7833333333333333,0.6,9.403011692658725e-18,False
SSI_1131988388,90,0.5666666666666667,0.23660618640544537,1.9384413973574763e-11,4696.0,0.5,0.75,0.45,2.2200988576599452e-11,False
SSI_1144919445,90,0.6314814814814814,0.22947340497093327,3.396678571499811e-16,3237.5,0.45,0.7611111111111111,0.6833333333333333,5.144504494838213e-16,False
SSI_1160550748,90,0.6888888888888889,0.21263788619514523,4.483674025678288e-22,3092.5,0.5666666666666667,0.7833333333333333,0.7166666666666667,1.5625699921158426e-21,False
SSI_1080250410,90,0.5796296296296296,0.21337219182530218,6.223093346006269e-14,3484.5,0.5722222222222222,0.5666666666666667,0.6,8.108275756956435e-14,False
SSI_1090159897,90,0.6694444444444444,0.21734499172387794,8.461468526907969e-20,3012.5,0.5,0.775,0.7333333333333333,1.9724587415301688e-19,False
SSI_1100373523,90,0.6814814814814815,0.2188660684390954,1.660900429575428e-20,3117.0,0.5666666666666667,0.711111111111111,0.7666666666666667,4.3396574860457437e-20,False
SSI_1120099137,90,0.5703703703703704,0.21543063483537617,4.569996959859334e-13,2625.0,0.38333333333333336,0.7277777777777777,0.6,5.647194017671398e-13,False
SSI_1122550758,90,0.6592592592592592,0.21525991979798778,3.6478393673319785e-19,5147.0,0.4444444444444444,0.6666666666666666,0.8666666666666667,7.695744019336807e-19,False
SSI_1129973601,90,0.5,0.22087001447520554,5.799278474375367e-09,9831.0,0.5,0.4666666666666667,0.5333333333333333,6.173262445707635e-09,False
SSI_1131993370,90,0.6111111111111112,0.22153556035027774,2.1425255844131787e-15,5416.5,0.5166666666666667,0.65,0.6666666666666666,3.055569178471334e-15,False
SSI_1132161378,90,0.6305555555555555,0.22101736704339967,5.674882111641315e-17,4388.0,0.4472222222222222,0.6444444444444444,0.8,9.34844032281843e-17,False
SSI_1158774190,90,0.7037037037037037,0.21849753739428096,2.4326529927994846e-22,4609.0,0.611111111111111,0.6333333333333333,0.8666666666666667,8.977297977959427e-22,False
SSI_1158821725,90,0.6222222222222222,0.22173465764773365,3.935518656628665e-16,2700.0,0.4166666666666667,0.5833333333333334,0.8666666666666667,5.916598201934663e-16,False
SSI_1073848647,90,0.6537037037037037,0.19570672586226603,2.7887069342008078e-21,4031.0,0.6166666666666667,0.6333333333333333,0.711111111111111,8.340607526334325e-21,False
SSI_1079252945,90,0.7388888888888889,0.20371905811021188,5.0878942569878816e-27,8915.0,0.55,0.8333333333333334,0.8333333333333334,6.411919302365563e-26,False
SSI_1080999232,90,0.6388888888888888,0.20693952580804725,3.491728226448479e-19,7025.0,0.5666666666666667,0.6666666666666666,0.6833333333333333,7.385534248669813e-19,False
SSI_1091906485,90,0.7314814814814816,0.20460017681802414,6.590833381427758e-27,5852.0,0.6277777777777778,0.8666666666666667,0.7,8.187245369687099e-26,False
SSI_1117130186,90,0.6296296296296297,0.2104466147137278,5.35772017924489e-18,3706.0,0.4444444444444445,0.7,0.7444444444444444,9.681146744005375e-18,False
SSI_1131863022,90,0.5277777777777778,0.19909052010596945,2.1778004384877923e-12,2878.0,0.3333333333333333,0.7333333333333333,0.5166666666666667,2.6054683992290286e-12,False
SSI_1131888883,90,0.6037037037037037,0.1995119296531312,1.0809304568891158e-16,5009.5,0.6444444444444444,0.6666666666666666,0.5,1.730480410340832e-16,False
SSI_1131905705,90,0.5611111111111111,0.19933556682416417,9.721734437149628e-14,2945.0,0.5666666666666667,0.55,0.5666666666666667,1.25132756743712e-13,False
SSI_1158605707,90,0.7,0.19920061410882406,1.3677724308022867e-24,2422.0,0.6166666666666667,0.8,0.6833333333333333,8.270960515965313e-24,False
SSI_1159960077,90,0.5981481481481481,0.20123115112782186,1.5933132911970112e-16,4741.0,0.5333333333333333,0.6333333333333333,0.6277777777777778,2.495169468201473e-16,False
